Year,Era,Track Name,Artist Name,Release Date,Genres,Track Duration (seconds),Popularity (Rating),Instrumentalness,Acousticness,Danceability,Valence,Energy
1987,1980s,Is This Love - 2018 Remaster,Whitesnake,4/7/1987,"album rock, british blues, classic rock, glam metal, hard rock, metal, rock",284.496,56,0,0.0555,0.263,0.429,0.759
1988,1980s,Fast Car,Tracy Chapman,4/5/1988,"folk, lilith, singer-songwriter, women's music",296.8,80,0,0.313,0.711,0.194,0.292
1988,1980s,Gypsy,Fleetwood Mac,11/21/1988,"album rock, classic rock, rock, soft rock, yacht rock",264.906,75,0.00771,0.017,0.622,0.847,0.54
1988,1980s,One (Remastered),Metallica,9/7/1988,"hard rock, metal, old school thrash, rock, thrash metal",446.145,70,0.0801,0.000668,0.438,0.426,0.687
1988,1980s,Where Is My Mind? - 2007 Remaster,Pixies,3/21/1988,"alternative rock, boston rock, permanent wave, rock",234.973,76,0.000453,0.0204,0.519,0.25,0.441
1988,1980s,I'm Gonna Be (500 Miles),The Proclaimers,1988,"celtic rock, scottish rock",219.466,74,0,0.151,0.851,0.807,0.551
1988,1980s,Nothin' But A Good Time - Remastered 2006,Poison,3/21/1988,"album rock, classic rock, glam metal, hard rock, rock",224.866,68,0,0.0199,0.576,0.53,0.974
1988,1980s,Mother,Danzig,1/1/1988,"alternative metal, groove metal, grunge, hard rock, industrial rock, metal, nu metal, punk",204.866,71,0.000457,0.00726,0.365,0.342,0.763
1988,1980s,The Promise,When In Rome,1/1/1988,"new romantic, synthpop",220.96,69,7.72E-05,0.0864,0.629,0.358,0.876
1988,1980s,She Drives Me Crazy,Fine Young Cannibals,1/1/1988,"dance rock, new romantic, new wave, new wave pop, synthpop",215.773,74,0.000188,0.193,0.799,0.965,0.687
1988,1980s,Deeper Than the Holler,Randy Travis,7/12/1988,"contemporary country, country, country gospel, country road",219.08,65,0,0.29,0.647,0.437,0.482
1988,1980s,Copperhead Road,Steve Earle,1/1/1988,"alternative country, classic texas country, country rock, folk, heartland rock, outlaw country, roots rock, singer-songwriter",269.92,67,0.000101,0.0213,0.372,0.705,0.588
1988,1980s,Every Rose Has Its Thorn - 2003 Remaster,Poison,3/21/1988,"album rock, classic rock, glam metal, hard rock, rock",260.173,69,1.14E-05,0.16,0.531,0.294,0.632
1988,1980s,End Of The Line,Traveling Wilburys,10/18/1988,"album rock, beatlesque, classic rock, country rock, folk, folk rock, mellow gold, rock, singer-songwriter, soft rock, supergroup",209.52,69,1.36E-06,0.163,0.578,0.932,0.836
1988,1980s,No More ?'s,Eazy-E,9/13/1988,"g funk, gangster rap, hip hop, rap, west coast rap",234.36,69,1.53E-06,0.0143,0.935,0.624,0.805
1988,1980s,Straight Outta Compton,N.W.A.,8/8/1988,"conscious hip hop, gangster rap, golden age hip hop, hip hop, old school hip hop, rap, west coast rap",258.687,70,0,0.0461,0.834,0.418,0.878
1988,1980s,Fuck Tha Police,N.W.A.,8/8/1988,"conscious hip hop, gangster rap, golden age hip hop, hip hop, old school hip hop, rap, west coast rap",345.717,69,0,0.0193,0.859,0.857,0.75
1988,1980s,Don't Worry Be Happy,Bobby McFerrin,1/1/1988,a cappella,294.4,68,7.14E-05,0.88,0.675,0.747,0.166
1988,1980s,I Hate Myself for Loving You,Joan Jett & the Blackhearts,5/23/1988,"glam punk, rock",246.8,66,1.08E-06,0.0847,0.611,0.605,0.882
1988,1980s,Cult of Personality (2023 Remaster),Living Colour,5/2/1988,"funk metal, funk rock, hard rock",294.532,65,0.000237,0.00096,0.521,0.555,0.905
1988,1980s,The Look,Roxette,10/19/1988,"europop, swedish pop, synthpop",237.32,60,8.34E-06,0.0531,0.634,0.541,0.838
1988,1980s,Can You Stand The Rain,New Edition,1/1/1988,"boy band, contemporary r&b, new jack swing, r&b, urban contemporary",297.706,64,0.00261,0.678,0.614,0.746,0.37
1988,1980s,Baby Can I Hold You,Tracy Chapman,4/5/1988,"folk, lilith, singer-songwriter, women's music",193.12,77,0,0.0811,0.692,0.468,0.422
1988,1980s,Bad Medicine,Bon Jovi,9/13/1988,"glam metal, rock",316.706,68,0,0.048,0.555,0.805,0.973
1988,1980s,Every Little Step,Bobby Brown,1/1/1988,"contemporary r&b, new jack swing, r&b, urban contemporary",237.24,63,0,0.00717,0.79,0.941,0.653
1988,1980s,Jane Says,Jane's Addiction,8/23/1988,"alternative metal, alternative rock, funk metal, funk rock, grunge, nu metal, permanent wave, rock",287,62,2.09E-06,0.0385,0.402,0.496,0.597
1988,1980s,A Little Respect,Erasure,5/15/1988,"new romantic, new wave, new wave pop, synthpop",213.373,64,3.07E-06,0.00808,0.596,0.595,0.598
1988,1980s,When You Say Nothing at All,Keith Whitley,5/30/1988,"country, country road",223.733,61,3.82E-06,0.691,0.666,0.393,0.296
1988,1980s,Dreams,Fleetwood Mac,11/21/1988,"album rock, classic rock, rock, soft rock, yacht rock",254.453,65,0.00129,0.139,0.823,0.785,0.338
1988,1980s,La Incondicional,Luis Miguel,11/25/1988,"bolero, latin pop",257.026,76,0,0.237,0.374,0.283,0.727
1988,1980s,Dímelo,Los Temerarios,1/1/1988,"grupera, musica mexicana",193.586,65,6.86E-06,0.0506,0.274,0.436,0.513
1988,1980s,Nite and Day,Al B. Sure!,4/26/1988,"contemporary r&b, new jack swing, quiet storm, r&b",238.013,59,0.000221,0.029,0.655,0.642,0.477
1988,1980s,Streets of Bakersfield,Dwight Yoakam,1988,"bakersfield sound, country, country rock",168.213,60,5.69E-06,0.0399,0.74,0.816,0.703
1988,1980s,Everywhere,Fleetwood Mac,11/21/1988,"album rock, classic rock, rock, soft rock, yacht rock",222.733,67,0.00657,0.218,0.69,0.764,0.54
1988,1980s,American Pie,Don McLean,1/1/1988,"classic rock, folk, folk rock, mellow gold, singer-songwriter, soft rock",515.866,64,0,0.6,0.526,0.497,0.509
1988,1980s,Hold Me,Fleetwood Mac,11/21/1988,"album rock, classic rock, rock, soft rock, yacht rock",225.333,63,0.014,0.247,0.709,0.779,0.571
1988,1980s,Don't Stop Believin' (2024 Remaster),Journey,11/29/1988,"album rock, classic rock, hard rock, mellow gold, rock, soft rock",250.835,62,0,0.132,0.503,0.461,0.777
1988,1980s,Un Puño De Tierra,Antonio Aguilar,1/1/1988,"mariachi, musica mexicana, norteno, ranchera",188.395,67,0,0.82,0.617,0.959,0.46
1988,1980s,Blackened (Remastered),Metallica,9/7/1988,"hard rock, metal, old school thrash, rock, thrash metal",402.143,58,0.00746,5.31E-05,0.435,0.475,0.853
1988,1980s,Boyz-N-The-Hood - Remix,Eazy-E,9/13/1988,"g funk, gangster rap, hip hop, rap, west coast rap",379.733,62,0,0.0383,0.837,0.805,0.692
1988,1980s,It Takes Two,Rob Base & DJ EZ Rock,5/5/1988,"freestyle, harlem hip hop, hip hop, hip house, miami bass, new jack swing",300.64,60,0,0.00228,0.8,0.651,0.723
1988,1980s,If It Isn't Love,New Edition,1/1/1988,"boy band, contemporary r&b, new jack swing, r&b, urban contemporary",309.84,58,2.59E-05,0.0913,0.588,0.78,0.856
1988,1980s,Listen To Your Heart,Roxette,10/19/1988,"europop, swedish pop, synthpop",328.093,57,0,0.108,0.539,0.337,0.583
1988,1980s,I'm No Stranger to the Rain,Keith Whitley,5/30/1988,"country, country road",216.266,58,0.128,0.343,0.658,0.564,0.337
1988,1980s,Don't Close Your Eyes,Keith Whitley,5/30/1988,"country, country road",252.626,59,0.00198,0.703,0.605,0.285,0.228
1988,1980s,Little Lies,Fleetwood Mac,11/21/1988,"album rock, classic rock, rock, soft rock, yacht rock",218.04,65,4.78E-05,0.124,0.63,0.893,0.688
1988,1980s,Express Yourself,N.W.A.,8/8/1988,"conscious hip hop, gangster rap, golden age hip hop, hip hop, old school hip hop, rap, west coast rap",265.101,60,0,0.0506,0.851,0.956,0.583
1988,1980s,My Prerogative,Bobby Brown,1/1/1988,"contemporary r&b, new jack swing, r&b, urban contemporary",291.56,58,0,0.0657,0.753,0.676,0.62
1988,1980s,Eazy-Duz-It,Eazy-E,9/13/1988,"g funk, gangster rap, hip hop, rap, west coast rap",259.493,61,0,0.0768,0.827,0.692,0.728
1988,1980s,Tell It to My Heart,Taylor Dayne,1/19/1988,"freestyle, hi-nrg, new romantic, new wave pop, soft rock, synthpop",220.88,65,1.16E-05,0.0302,0.638,0.723,0.988
1988,1980s,"You're The First, The Last, My Everything - Edit",Barry White,9/12/1988,"disco, quiet storm, soul",206.936,71,0.00434,0.000679,0.633,0.879,0.542
1989,1980s,Free Fallin',Tom Petty,1/1/1989,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",256,78,0,0.212,0.623,0.573,0.449
1989,1980s,About A Girl,Nirvana,6/1/1989,"grunge, permanent wave, rock",168.428,80,0.00058,5.13E-06,0.413,0.575,0.875
1989,1980s,I Won't Back Down,Tom Petty,1/1/1989,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",178.36,76,2.49E-06,0.0513,0.766,0.965,0.478
1989,1980s,We Didn't Start the Fire,Billy Joel,10/17/1989,"album rock, classic rock, mellow gold, piano rock, rock, singer-songwriter, soft rock",287.733,75,0,0.0771,0.712,0.895,0.967
1989,1980s,Wicked Game,Chris Isaak,6/13/1989,mellow gold,289.066,80,0.00837,0.68,0.663,0.359,0.296
1989,1980s,Ven Porque Te Necesito,Los Temerarios,1/1/1989,"grupera, musica mexicana",175.013,76,0,0.192,0.596,0.417,0.573
1989,1980s,18 and Life,Skid Row,1/24/1989,"album rock, glam metal, hard rock, metal, rock",229.96,73,1.49E-05,0.00226,0.303,0.305,0.648
1989,1980s,Love Shack,The B-52's,6/23/1989,"album rock, classic rock, dance rock, new romantic, new wave, new wave pop, permanent wave, post-punk, rock, zolo",320.68,69,1.54E-06,0.0544,0.701,0.903,0.803
1989,1980s,Que No Quede Huella,Bronco,1/1/1989,"grupera, gruperas inmortales, musica mexicana, norteno, ranchera",176.533,63,1.79E-05,0.494,0.646,0.957,0.732
1989,1980s,Kickstart My Heart,Mötley Crüe,1989,"album rock, alternative metal, glam metal, hard rock, metal, rock, sleaze rock",282.653,69,0.00218,0.00123,0.363,0.275,0.982
1989,1980s,Lovesong - 2010 Remaster,The Cure,5/2/1989,"new wave, permanent wave, rock, uk post-punk",209.573,64,0.898,0.339,0.611,0.821,0.813
1989,1980s,Love Buzz,Nirvana,6/1/1989,"grunge, permanent wave, rock",215.203,70,0.228,3.10E-05,0.479,0.77,0.865
1989,1980s,Bust A Move,Young MC,1/1/1989,"hip house, miami bass",263.914,64,2.26E-06,0.0512,0.946,0.743,0.772
1989,1980s,Here Comes Your Man,Pixies,4/17/1989,"alternative rock, boston rock, permanent wave, rock",201.186,71,0.0781,0.00772,0.669,0.882,0.795
1989,1980s,La Puerta Negra,Los Tigres Del Norte,1/1/1989,"banda, musica mexicana, norteno, ranchera",203.586,70,2.25E-06,0.315,0.698,0.969,0.54
1989,1980s,I Remember You,Skid Row,1/24/1989,"album rock, glam metal, hard rock, metal, rock",313.693,69,7.22E-06,0.00658,0.482,0.489,0.528
1989,1980s,Youth Gone Wild,Skid Row,1/24/1989,"album rock, glam metal, hard rock, metal, rock",198.906,68,0.000119,0.00203,0.535,0.628,0.718
1989,1980s,If I Could Turn Back Time,Cher,1/1/1989,"dance pop, pop",239.826,71,0,0.243,0.658,0.504,0.575
1989,1980s,Acepta Mi Error,Los Temerarios,1/1/1989,"grupera, musica mexicana",201.093,71,7.78E-06,0.0215,0.643,0.443,0.548
1989,1980s,Tu Infame Engaño,Los Temerarios,1/1/1989,"grupera, musica mexicana",199.813,70,1.27E-05,0.259,0.582,0.56,0.553
1989,1980s,Like a Prayer,Madonna,3/21/1989,"dance pop, pop",340.866,72,7.30E-05,0.432,0.66,0.324,0.629
1989,1980s,Right Here Waiting,Richard Marx,1/1/1989,"new wave pop, soft rock",264.333,76,0,0.8,0.395,0.126,0.252
1989,1980s,Black Velvet,Alannah Myles,3/14/1989,classic canadian rock,287.44,71,9.57E-05,0.271,0.75,0.477,0.366
1989,1980s,Killin' Time,Clint Black,5/2/1989,"contemporary country, country, country road",167.933,61,9.12E-06,0.381,0.711,0.671,0.491
1989,1980s,Another Day in Paradise - 2016 Remaster,Phil Collins,11/20/1989,"rock drums, soft rock",322.133,77,0.00269,0.736,0.78,0.365,0.565
1989,1980s,Waiting Room,Fugazi,9/1/1989,"alternative rock, dc hardcore, noise pop, noise rock, post-hardcore, post-punk, punk",173.266,65,0.822,0.00473,0.618,0.545,0.716
1989,1980s,Higher Ground - Remastered 2003,Red Hot Chili Peppers,8/16/1989,"alternative rock, funk metal, funk rock, permanent wave, rock",202.053,67,0.00729,0.0014,0.476,0.416,0.979
1989,1980s,The Race Is On,Sawyer Brown,9/19/1989,"contemporary country, country, country road",173.28,63,1.60E-06,0.241,0.567,0.807,0.781
1989,1980s,Pump Up The Jam,Technotronic,11/28/1989,"eurodance, hip house, new beat, synthpop",320.306,70,4.49E-06,0.0147,0.885,0.715,0.844
1989,1980s,Poison,Alice Cooper,7/25/1989,"album rock, classic rock, detroit rock, glam metal, glam rock, hard rock, metal, protopunk, rock",270.08,71,8.85E-06,0.0327,0.28,0.26,0.908
1989,1980s,Sí Quiero Volver,Los Temerarios,1/1/1989,"grupera, musica mexicana",179.933,69,0,0.0436,0.349,0.477,0.461
1989,1980s,Hey,Pixies,4/17/1989,"alternative rock, boston rock, permanent wave, rock",210.906,66,0.00929,0.00105,0.59,0.306,0.372
1989,1980s,You Got It,Roy Orbison,1989,"adult standards, classic rock, folk rock, mellow gold, rock-and-roll, rockabilly, singer-songwriter, soft rock",210.266,71,1.46E-06,0.596,0.649,0.667,0.618
1989,1980s,Simple Man,The Charlie Daniels Band,10/17/1989,"album rock, classic rock, country, country rock, southern rock",202.506,60,0,0.654,0.592,0.485,0.383
1989,1980s,Epic,Faith No More,1989,"alternative metal, alternative rock, funk metal, funk rock, hard rock, nu metal, post-grunge, rap metal, rock",293.653,65,0.0524,0.0222,0.358,0.262,0.893
1989,1980s,The Best,Tina Turner,9/13/1989,soft rock,329.8,73,0.0191,0.108,0.662,0.744,0.737
1989,1980s,Closer to Fine,Indigo Girls,1989,"ectofolk, folk, lilith, singer-songwriter, women's music",241.6,61,0,0.368,0.54,0.748,0.677
1989,1980s,Sin Él,Marisela,1989,"latin pop, ranchera",215.626,72,9.62E-05,0.733,0.569,0.323,0.259
1989,1980s,Sacrifice,Elton John,8/29/1989,"glam rock, mellow gold, piano rock, rock",304.133,74,0.00183,0.0165,0.756,0.487,0.422
1989,1980s,I'm Over You,Keith Whitley,7/1/1989,"country, country road",183.346,58,0.00357,0.68,0.766,0.487,0.336
1989,1980s,Love Is A Long Road,Tom Petty,1/1/1989,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",247.6,67,7.63E-05,0.0303,0.64,0.496,0.622
1989,1980s,Head Like A Hole,Nine Inch Nails,10/20/1989,"alternative metal, alternative rock, cyberpunk, electronic rock, grunge, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",299.68,60,0.00186,0.00848,0.666,0.442,0.798
1989,1980s,A Qué Le Tiramos,Bronco,1/2/1989,"grupera, gruperas inmortales, musica mexicana, norteno, ranchera",186.786,68,0,0.421,0.519,0.658,0.494
1989,1980s,Going Up The Country,Canned Heat,1/1/1989,"blues, blues rock, classic rock, country rock, electric blues, folk rock, psychedelic rock, traditional blues",172.866,63,0.051,0.859,0.622,0.737,0.239
1989,1980s,La Culpa No Tengo Yo,Los Temerarios,1/1/1989,"grupera, musica mexicana",180.16,66,0.00172,0.363,0.61,0.721,0.565
1989,1980s,Back To Life,Soul II Soul,1/1/1989,british soul,228.266,65,0.000213,0.0515,0.817,0.671,0.484
1989,1980s,Por Tu Maldito Amor,Vicente Fernández,9/9/1989,"mariachi, ranchera",236.48,56,0,0.772,0.53,0.393,0.292
1989,1980s,Wild Thing,Tone-Loc,1/1/1989,"hip house, miami bass",263.573,60,8.56E-06,0.000507,0.943,0.813,0.685
1989,1980s,Yer So Bad,Tom Petty,1/1/1989,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",185.666,58,0,0.00743,0.569,0.743,0.551
1989,1980s,Pictures of You - 2010 Remaster,The Cure,5/2/1989,"new wave, permanent wave, rock, uk post-punk",448.466,56,0.109,0.00371,0.484,0.495,0.776
1990,1990s,Thunderstruck,AC/DC,9/24/1990,"australian rock, hard rock, rock",292.88,85,0.0117,0.000147,0.502,0.259,0.89
1990,1990s,Man in the Box,Alice In Chains,8/1/1990,"alternative metal, alternative rock, grunge, hard rock, nu metal, rock",285.2,76,0,0.00045,0.355,0.758,0.791
1990,1990s,Poison,Bell Biv DeVoe,1/1/1990,"boy band, contemporary r&b, new jack swing, r&b, urban contemporary",261.853,70,0.00417,0.00195,0.84,0.775,0.56
1990,1990s,There She Goes,The La's,1990,britpop,162.186,75,0.829,0.013,0.533,0.917,0.761
1990,1990s,Hard To Handle,The Black Crowes,2/13/1990,"album rock, blues rock, classic rock, electric blues, hard rock, jam band, rock, southern rock",188.066,69,0.00181,0.00257,0.599,0.961,0.79
1990,1990s,Can I Kick It?,A Tribe Called Quest,4/17/1990,"conscious hip hop, east coast hip hop, golden age hip hop, hip hop, jazz rap, queens hip hop",251.573,70,0.000699,0.173,0.848,0.744,0.666
1990,1990s,Cowboys from Hell,Pantera,7/20/1990,"alternative metal, groove metal, hard rock, metal, nu metal, old school thrash, rock, texas metal",243.533,71,0.0345,0.00437,0.415,0.437,0.908
1990,1990s,She Talks To Angels,The Black Crowes,2/13/1990,"album rock, blues rock, classic rock, electric blues, hard rock, jam band, rock, southern rock",329.4,65,7.56E-05,0.06,0.584,0.317,0.521
1990,1990s,U Can't Touch This,MC Hammer,2/20/1990,"hip hop, hip house, miami bass",257.359,72,0.000343,0.00449,0.867,0.862,0.517
1990,1990s,Wind Of Change,Scorpions,1/1/1990,"album rock, german hard rock, german metal, german rock, hard rock, rock",312.36,79,0,0.315,0.452,0.246,0.524
1990,1990s,Fancy,Reba McEntire,1/1/1990,"classic oklahoma country, contemporary country, country, country dawn, country road",299.733,64,0,0.226,0.674,0.482,0.517
1990,1990s,Hunger Strike,Temple Of The Dog,1/1/1990,"alternative metal, alternative rock, grunge, hard rock, rock, supergroup",246.266,66,3.47E-06,0.0236,0.373,0.298,0.567
1990,1990s,"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,5/20/1990,"europop, swedish pop, synthpop",258.786,77,6.14E-05,0.339,0.52,0.722,0.652
1990,1990s,Cherry-coloured Funk,Cocteau Twins,9/17/1990,"alternative rock, art pop, dream pop, ethereal wave, melancholia, new wave, scottish indie, scottish shoegaze, shoegaze, synthpop",192.466,67,6.24E-05,0.00196,0.49,0.339,0.652
1990,1990s,More Than Words,Extreme,1/1/1990,"funk metal, glam metal, hard rock",334.106,75,0,0.467,0.626,0.239,0.134
1990,1990s,Nothing Compares 2 U,Sinéad O'Connor,7/1/1990,"lilith, new wave pop, singer-songwriter",280.04,75,2.31E-05,0.0425,0.512,0.161,0.574
1990,1990s,Si Te Vuelves A Enamorar,Bronco,1/1/1990,"grupera, gruperas inmortales, musica mexicana, norteno, ranchera",191.493,61,0,0.503,0.752,0.793,0.402
1990,1990s,Hold On,Wilson Phillips,5/8/1990,"girl group, mellow gold, new wave pop, soft rock",266.866,67,0,0.4,0.68,0.546,0.657
1990,1990s,We Die Young,Alice In Chains,8/1/1990,"alternative metal, alternative rock, grunge, hard rock, nu metal, rock",152.56,65,0.000103,1.79E-05,0.486,0.525,0.938
1990,1990s,Halah,Mazzy Star,5/21/1990,"dream pop, melancholia, shoegaze, slowcore",196.226,66,0,0.23,0.622,0.553,0.448
1990,1990s,Groove Is in the Heart,Deee-Lite,8/7/1990,hip house,231.786,68,0.0196,0.0153,0.694,0.924,0.881
1990,1990s,The Humpty Dance,Digital Underground,3/26/1990,"conscious hip hop, gangster rap, hardcore hip hop, hip hop, west coast rap",391.693,62,0,0.0343,0.813,0.618,0.693
1990,1990s,Rayando el Sol,Maná,7/2/1990,"latin arena pop, latin pop, latin rock, mexican pop, mexican rock, rock en espanol",250.106,75,1.22E-06,0.45,0.643,0.499,0.809
1990,1990s,Cemetery Gates,Pantera,7/20/1990,"alternative metal, groove metal, hard rock, metal, nu metal, old school thrash, rock, texas metal",422.933,66,0.0113,0.000212,0.274,0.426,0.726
1990,1990s,There She Goes,The La's,1990,britpop,162.16,63,0.743,0.0129,0.536,0.905,0.854
1990,1990s,Gonna Make You Sweat (Everybody Dance Now) (feat. Freedom Williams),C & C Music Factory,1990,"diva house, eurodance, freestyle, hip house",244.093,69,0.665,0.000851,0.557,0.793,0.798
1990,1990s,Heaven or Las Vegas,Cocteau Twins,9/17/1990,"alternative rock, art pop, dream pop, ethereal wave, melancholia, new wave, scottish indie, scottish shoegaze, shoegaze, synthpop",298.4,64,0.00775,6.97E-05,0.202,0.418,0.804
1990,1990s,Istanbul (Not Constantinople),They Might Be Giants,1/2/1990,"comic, geek rock, permanent wave, zolo",153.813,65,0.00453,0.0801,0.688,0.892,0.748
1990,1990s,Moneytalks,AC/DC,9/24/1990,"australian rock, hard rock, rock",225.946,68,0.000351,0.000841,0.649,0.412,0.903
1990,1990s,Quién Como Tú,Ana Gabriel,1990,"latin pop, mariachi, ranchera",211.733,74,1.60E-05,0.0812,0.689,0.347,0.464
1990,1990s,Cherry Pie,Warrant,5/1/1990,"album rock, glam metal, hard rock",201.106,63,0,0.0251,0.407,0.508,0.955
1990,1990s,Chasin' That Neon Rainbow,Alan Jackson,2/27/1990,country,185.373,58,0,0.21,0.726,0.849,0.565
1990,1990s,Domination,Pantera,7/20/1990,"alternative metal, groove metal, hard rock, metal, nu metal, old school thrash, rock, texas metal",305.293,65,0.00442,0.000211,0.372,0.555,0.888
1990,1990s,Te Quiero,Los Temerarios,6/1/1990,"grupera, musica mexicana",192.8,68,2.89E-05,0.507,0.563,0.412,0.334
1990,1990s,Holy Wars...The Punishment Due - 2004 Remix,Megadeth,10/4/1990,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal",392.6,66,0.107,0.00177,0.325,0.221,0.985
1990,1990s,You're Not The Only One I Know,The Sundays,1990,"dream pop, lilith",230.167,58,0,0.191,0.516,0.682,0.447
1990,1990s,"Love Without End, Amen",George Strait,1/1/1990,"contemporary country, country, country road",187,59,0,0.397,0.645,0.554,0.442
1990,1990s,I'm Gonna Be Somebody,Travis Tritt,1990,"contemporary country, country, country road, outlaw country",244.933,59,7.15E-06,0.173,0.563,0.543,0.668
1990,1990s,Here's Where The Story Ends,The Sundays,1990,"dream pop, lilith",234.927,58,0,0.122,0.56,0.819,0.606
1990,1990s,Mama Said Knock You Out,LL COOL J,8/27/1990,"east coast hip hop, golden age hip hop, hip hop, old school hip hop, queens hip hop, rap",289.693,62,0.674,0.0314,0.791,0.619,0.759
1990,1990s,Bleed The Freak,Alice In Chains,8/1/1990,"alternative metal, alternative rock, grunge, hard rock, nu metal, rock",242.6,62,7.87E-06,0.00252,0.245,0.221,0.749
1990,1990s,Enjoy the Silence,Depeche Mode,3/19/1990,"dance rock, new romantic, new wave, permanent wave, rock, synthpop",372.866,66,0.0174,0.355,0.382,0.223,0.593
1990,1990s,Like a Prayer,Madonna,1990,"dance pop, pop",351.56,67,1.25E-06,0.0179,0.705,0.444,0.693
1990,1990s,Bachata Rosa,Juan Luis Guerra 4.40,1/1/1990,"bachata, latin pop, tropical",257.079,70,1.46E-06,0.442,0.628,0.579,0.651
1990,1990s,Tiernas Mentiras,Samuray,1/1/1990,"banda, grupera, gruperas inmortales, grupero romantico, musica mexicana, norteno",195,64,0.000669,0.0184,0.617,0.601,0.526
1990,1990s,Be My Angel,Mazzy Star,5/21/1990,"dream pop, melancholia, shoegaze, slowcore",197.333,61,0.00364,0.0305,0.356,0.269,0.426
1990,1990s,Gotas De Lluvia,Grupo Niche,1990,"salsa, salsa colombiana, tropical",354.973,69,0.00019,0.701,0.635,0.688,0.856
1990,1990s,All I Wanna Do Is Make Love To You,Heart,3/25/1990,"album rock, classic rock, glam metal, hard rock, mellow gold, new wave pop, rock, singer-songwriter, soft rock",310.893,66,0,0.16,0.626,0.8,0.746
1990,1990s,La Bilirrubina,Juan Luis Guerra 4.40,1/1/1990,"bachata, latin pop, tropical",245.12,71,0,0.844,0.739,0.938,0.911
1990,1990s,La Célula Que Explota,Caifanes,6/19/1990,"latin alternative, latin rock, mexican rock, nu-cumbia, rock en espanol, rock urbano mexicano",215.866,72,0.000109,0.44,0.425,0.279,0.479
1991,1990s,Smells Like Teen Spirit,Nirvana,9/26/1991,"grunge, permanent wave, rock",301.92,78,0.000173,2.55E-05,0.502,0.72,0.912
1991,1990s,Under the Bridge,Red Hot Chili Peppers,9/24/1991,"alternative rock, funk metal, funk rock, permanent wave, rock",264.306,83,0.000105,0.0576,0.559,0.458,0.345
1991,1990s,Enter Sandman (Remastered),Metallica,8/12/1991,"hard rock, metal, old school thrash, rock, thrash metal",331.56,76,0.008,0.00277,0.566,0.621,0.834
1991,1990s,Come As You Are,Nirvana,9/26/1991,"grunge, permanent wave, rock",218.92,77,0.00161,0.00016,0.5,0.539,0.824
1991,1990s,Even Flow,Pearl Jam,8/27/1991,"alternative metal, alternative rock, classic rock, grunge, hard rock, permanent wave, rock",292.58,77,4.54E-06,0.00178,0.394,0.265,0.944
1991,1990s,Losing My Religion,R.E.M.,3/12/1991,"alternative rock, athens indie, permanent wave, rock",268.426,83,1.20E-06,0.179,0.666,0.803,0.855
1991,1990s,Lithium,Nirvana,9/26/1991,"grunge, permanent wave, rock",257.053,70,0,0.00174,0.678,0.485,0.656
1991,1990s,Nothing Else Matters (Remastered),Metallica,8/12/1991,"hard rock, metal, old school thrash, rock, thrash metal",388.733,70,6.40E-06,0.0522,0.547,0.17,0.394
1991,1990s,Badfish,Sublime,1991,"rap rock, reggae fusion, ska mexicano, ska punk",188.085,70,0.000232,0.0854,0.801,0.627,0.548
1991,1990s,In Bloom,Nirvana,9/26/1991,"grunge, permanent wave, rock",255.08,68,0.000104,3.33E-05,0.436,0.512,0.876
1991,1990s,Alive,Pearl Jam,8/27/1991,"alternative metal, alternative rock, classic rock, grunge, hard rock, permanent wave, rock",340.907,74,0.000461,0.00752,0.284,0.595,0.875
1991,1990s,Something In The Way,Nirvana,9/26/1991,"grunge, permanent wave, rock",232.146,68,0.263,0.745,0.427,0.0668,0.201
1991,1990s,Learning To Fly,Tom Petty and the Heartbreakers,1/1/1991,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",242.106,71,0.00104,0.205,0.652,0.948,0.766
1991,1990s,It Ain't Over 'Til It's Over,Lenny Kravitz,4/2/1991,"permanent wave, rock",242.64,76,0.00928,0.422,0.679,0.93,0.568
1991,1990s,Sad But True (Remastered),Metallica,8/12/1991,"hard rock, metal, old school thrash, rock, thrash metal",324.6,66,0.00164,0.000926,0.624,0.453,0.876
1991,1990s,Knockin' On Heaven's Door,Guns N' Roses,9/18/1991,"glam metal, hard rock, rock",336,78,0.00451,0.0209,0.496,0.377,0.739
1991,1990s,November Rain,Guns N' Roses,9/17/1991,"glam metal, hard rock, rock",536.066,79,0.22,0.016,0.294,0.226,0.64
1991,1990s,She's In Love With The Boy - Single Version,Trisha Yearwood,1/1/1991,"contemporary country, country, country dawn, country road",248.2,68,2.52E-06,0.522,0.783,0.758,0.698
1991,1990s,Give It Away,Red Hot Chili Peppers,9/24/1991,"alternative rock, funk metal, funk rock, permanent wave, rock",282.906,73,0.086,0.00244,0.666,0.776,0.936
1991,1990s,Remember the Time,Michael Jackson,11/13/1991,"r&b, soul",239.226,73,0.00224,0.153,0.831,0.795,0.921
